Nutrient,Age_Group,Gender,Amount,Unit,Source_Type,Source_Name,Source_URL,Nutrient_Notes
Arginine,14-18 years,Female,5000,mg,Research-based,Nutrition Research,https://doi.org/10.1016/j.nutres.2016.07.005,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,14-18 years,Lactating,6000,mg,Research-based,Nutrition Research,https://doi.org/10.1016/j.nutres.2016.07.005,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,14-18 years,Male,5000,mg,Research-based,Nutrition Research,https://doi.org/10.1016/j.nutres.2016.07.005,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,14-18 years,Pregnant,6000,mg,Research-based,Nutrition Research,https://doi.org/10.1016/j.nutres.2016.07.005,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,19-30 years,Female,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,19-30 years,Lactating,6000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,19-30 years,Male,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,19-30 years,Pregnant,6000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,31-50 years,Female,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,31-50 years,Lactating,6000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,31-50 years,Male,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,31-50 years,Pregnant,6000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,51-70 years,Female,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,51-70 years,Male,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,70+ years,Female,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Arginine,70+ years,Male,5000,mg,Research-based,Circulation Research,https://doi.org/10.1161/01.res.0000146676.91042.43,"Conditionally essential during wound healing, burns, sepsis, trauma, surgery, immune dysfunction, stress, critical illness, pregnancy, and growth periods. Optimal: 3000-6000mg/day for cardiovascular health, therapeutic: up to 30000mg/day"
Beta-Carotene,Birth to 6 months,Female,1800,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,Birth to 6 months,Male,1800,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,7-12 months,Female,2400,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,7-12 months,Male,2400,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,1-3 years,Female,3000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,1-3 years,Male,3000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,4-8 years,Female,3600,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,4-8 years,Male,3600,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,9-13 years,Female,4800,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,9-13 years,Male,4800,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,14-18 years,Female,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,14-18 years,Lactating,7000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,14-18 years,Male,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,14-18 years,Pregnant,6500,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,19-30 years,Female,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,19-30 years,Lactating,7000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,19-30 years,Male,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,19-30 years,Pregnant,6500,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,31-50 years,Female,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,31-50 years,Lactating,7000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,31-50 years,Male,6000,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,31-50 years,Pregnant,6500,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,51-70 years,Female,5700,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,51-70 years,Male,5700,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,70+ years,Female,5400,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Beta-Carotene,70+ years,Male,5400,mcg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/69.6.1210,"Precursor to vitamin A, important antioxidant. Found in orange and yellow vegetables. Optimal intake from optimal diet analysis"
Calcium,Birth to 6 months,Female,300,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,Birth to 6 months,Male,300,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,7-12 months,Female,400,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,7-12 months,Male,400,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,1-3 years,Female,500,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,1-3 years,Male,500,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,4-8 years,Female,600,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,4-8 years,Male,600,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,9-13 years,Female,800,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,9-13 years,Male,800,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,14-18 years,Female,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,14-18 years,Lactating,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,14-18 years,Male,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,14-18 years,Pregnant,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,19-30 years,Female,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,19-30 years,Lactating,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,19-30 years,Male,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,19-30 years,Pregnant,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,31-50 years,Female,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,31-50 years,Lactating,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,31-50 years,Male,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,31-50 years,Pregnant,1000,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,51-70 years,Female,950,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,51-70 years,Male,950,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,70+ years,Female,900,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Calcium,70+ years,Male,900,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,"Essential for bone health, muscle function, nerve transmission. Needs increase with age"
Choline,Birth to 6 months,Female,125,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,Birth to 6 months,Male,125,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,7-12 months,Female,150,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,7-12 months,Male,150,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,1-3 years,Female,200,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,1-3 years,Male,200,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,4-8 years,Female,250,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,4-8 years,Male,250,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,9-13 years,Female,375,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,9-13 years,Male,375,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,14-18 years,Female,400,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,14-18 years,Lactating,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,14-18 years,Male,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,14-18 years,Pregnant,450,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,19-30 years,Female,425,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,19-30 years,Lactating,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,19-30 years,Male,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,19-30 years,Pregnant,450,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,31-50 years,Female,425,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,31-50 years,Lactating,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,31-50 years,Male,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,31-50 years,Pregnant,450,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,51-70 years,Female,425,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,51-70 years,Male,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,70+ years,Female,425,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Choline,70+ years,Male,550,mg,*AI,NIH ODS,https://ods.od.nih.gov/factsheets/Choline-HealthProfessional/,"Essential for brain development, liver function, and muscle movement"
Coenzyme Q10,Birth to 6 months,Female,30,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,Birth to 6 months,Male,30,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,7-12 months,Female,40,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,7-12 months,Male,40,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,1-3 years,Female,50,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,1-3 years,Male,50,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,4-8 years,Female,60,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,4-8 years,Male,60,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,9-13 years,Female,80,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,9-13 years,Male,80,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,14-18 years,Female,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,14-18 years,Lactating,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,14-18 years,Male,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,14-18 years,Pregnant,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,19-30 years,Female,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,19-30 years,Lactating,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,19-30 years,Male,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,19-30 years,Pregnant,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,31-50 years,Female,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,31-50 years,Lactating,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,31-50 years,Male,100,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,31-50 years,Pregnant,120,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
Coenzyme Q10,51-70 years,Female,95,mg,Research-based,Biofactors,https://doi.org/10.1002/biof.1239,Important for cellular energy production and cardiovascular health. Levels decline with age. Optimal intake from research studies
